"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"QI","0295","Alpha Legion","Crusade","","Mechanicum","Princeps of Deceit","9","Master of Signals",""
"DF","0296","Space Wolves","Onslaught","","","Legendary Fighter","1","Mortificator",""
"QX","0297","Space Wolves","Leviathan","Berserker Assault","","Master of Ambush","12","Praevian",""
"NZ","0298","Blood Angels","Leviathan","","Night Lords","Hell Rider","9","Primus Medicae",""
"RL","0299","World Eaters","Castellan","","","Child of Terra","8","Armistos",""
"AR","0300","Questoris Knights","Crusade","","","Siege Master","6","Archmagos Draykavac",""
"FN","0301","Dark Angels","Crusade","Hammerfell Strike Force","","Night Attacker","3","Armistos",""
"GL","0302","White Scars","Leviathan","The Guard of the Crimson King","","Perfected Targeting","4","Mortificator",""
"DY","0303","Salamanders","Crusade","Chymeriae","Salamanders","Battlefield Analysis","4","Herald",""
"BX","0304","Raven Guard","Castellan","The Axis of Dissolution","","Merchant Princeling","4","Herald",""
"YB","0305","Salamanders","Crusade","Ironfire","","Master Tactician","12","Warmonger",""
"SU","0306","Iron Hands","Castellan","Company of Bitter Iron","","Siege Master","9","Herald",""
"VG","0307","Mechanicum","Leviathan","Ordo Reductor","","Conqueror of Cities","15","Magos Dominus",""
"ZA","0308","Iron Warriors","Onslaught","The Coils of the Hydra","","Beloved of the People","14","Moritat",""
"TY","0309","World Eaters","Onslaught","Creeping Death","Iron Hands","Blind Barrage","14","Esoterist",""
"CK","0310","Night Lords","Crusade","The Cross of Bone","Blood Angels","Glorious Renown","12","Armistos",""
"RV","0311","Emperor's Children","Castellan","The Steel Fist","","Bitter Blood","1","Chaplain",""
"XS","0312","Raven Guard","Leviathan","The Axis of Dissolution","Space Wolves","Hell Rider","10","Primus Nullificator",""
"IE","0313","Blood Angels","Leviathan","","White Scars","Princeps of Deceit","9","Praetor",""
"JU","0314","Death Guard","Onslaught","The Unbroken Vow","Iron Warriors","Blind Barrage","6","Mortificator",""
"MD","0315","Sons of Horus","Crusade","The Black Reaving","","Lord of the Abyss","1","Praevian",""
"BN","0316","Questoris Knights","Castellan","","","Master of Defence","4","Lord Scion",""
"DT","0317","Emperor's Children","Castellan","The Stone Gauntlet","","Night Attacker","7","Warmonger",""
"FA","0318","Ultramarines","Onslaught","","","The Dust of a Thousand Worlds","7","Praetor",""
"DK","0319","Questoris Knights","Leviathan","","","Inspiring Presence","13","Lord Scion",""
"VP","0320","Mechanicum","Crusade","","","Puissant Commander","11","Anacharis Scoria",""
"MH","0321","World Eaters","Castellan","Vigil Opertii Mission","Emperor's Children","Favoured of Mars","3","Primus Nullificator",""
"PL","0322","Blood Angels","Crusade","Zone Mortalis Assault Force","","Child of Terra","2","Mortificator",""
"DM","0323","Emperor's Children","Crusade","The Dark Brethren","Shattered Legions","Predictive Augury","1","Chaplain",""
"YZ","0324","Alpha Legion","Onslaught","","","Master of Ambush","5","Herald",""
"TX","0325","Solar Auxilia","Onslaught","","","Target Priority","11","Lord Marshal",""
"DR","0326","Questoris Knights","Castellan","","Imperial Fists","Bloody Handed","10","Seneschal",""
"AA","0327","Questoris Knights","Crusade","","Mechanicum","Void Walker","14","Seneschal",""
"ZK","0328","Ultramarines","Castellan","The Maru Skara","","Master of Mechanisms","10","Primus Nullificator",""
"VS","0329","Questoris Knights","Castellan","","","Bloody Handed","11","Seneschal",""
"XO","0330","Raven Guard","Leviathan","","","Princeps of Deceit","2","Armistos",""
"NN","0331","Word Bearers","Crusade","Fury of the Ancients","","Strategic Genius","4","Primus Medicae",""
"VM","0332","Emperor's Children","Crusade","Drop Assault Vanguard","","Void Walker","2","Delegatus",""
"GS","0333","Blood Angels","Onslaught","3rd Company Elite","","Perfected Targeting","9","Praetor Tribune",""
"RJ","0334","Questoris Knights","Leviathan","","","Child of Terra","3","Archmagos Draykavac",""
"WW","0335","Space Wolves","Leviathan","The Steel Fist","","Perfected Targeting","3","Armistos",""
"WJ","0336","Death Guard","Castellan","Hammerfell Strike Force","","Bitter Blood","14","Primus Nullificator",""
"FY","0337","Salamanders","Castellan","Headhunter Leviathal","Iron Warriors","Robber Baron","6","Armistos",""
"BQ","0338","Thousand Sons","Castellan","The Head of the Gorgon","","Void Walker","5","Delegatus",""
"VJ","0339","Raven Guard","Castellan","The Pale Hunters","","Master of Ambush","11","Primus Nullificator",""
"VK","0340","White Scars","Onslaught","Outlanders","","Robber Baron","3","Librarian",""
"OR","0341","Dark Angels","Onslaught","The Pale Hunters","","Night Attacker","5","Armistos",""
"XB","0342","Emperor's Children","Crusade","The Coils of the Hydra","","Ruthless Tyrant","13","Praevian",""
"NE","0343","Salamanders","Crusade","Pride of the Legion","","Void Master","8","Vigilator",""
"QL","0344","White Scars","Castellan","Armoured Breakthrough","","Uncanny Survivor","2","Herald",""
"LC","0345","White Scars","Leviathan","After Isstvan","","Conqueror of Cities","15","Chaplain",""
"RM","0346","Dark Angels","Leviathan","","","Puissant Commander","13","Champion",""
"TW","0347","Word Bearers","Castellan","","","Target Priority","10","Praetor",""
"DJ","0348","Dark Angels","Onslaught","","","Void Master","9","Champion",""
"MB","0349","Death Guard","Crusade","","","Immovable Object","9","Siege Breaker",""
"KL","0350","Night Lords","Leviathan","Outcast Sons","","Siege Master","15","Primus Medicae",""
"RR","0351","Solar Auxilia","Onslaught","","Night Lords","Dread Rites","15","Legate Commander",""
"CD","0352","White Scars","Crusade","Ravenwing Protocol","","Paladin of Glory","11","Praevian",""
"FC","0353","Emperor's Children","Castellan","The Steel Fist","","Void Walker","2","Vigilator",""
"EQ","0354","White Scars","Onslaught","The Swift Blade","","Uncanny Survivor","1","Warmonger",""
"NE","0355","Solar Auxilia","Leviathan","","World Eaters","Indomitable","13","Lord Marshal",""
"QI","0356","Iron Hands","Castellan","","","Dread Rites","3","Herald",""
"RB","0357","Death Guard","Crusade","","","Puissant Commander","11","Praetor Tribune",""
"IM","0358","Solar Auxilia","Onslaught","","","Blind Barrage","11","Strategos",""
"MM","0359","Solar Auxilia","Onslaught","","","Merchant Princeling","2","Legate Commander",""
"IA","0360","Militia & Cults","Castellan","","","The Dust of a Thousand Worlds","10","Platoon Commander",""
"HY","0361","Militia & Cults","Crusade","","","Strategic Genius","13","Rogue Psyker Alpha",""
"SO","0362","Salamanders","Leviathan","Sky Hunter Phalanx","Blood Angels","Lord of the Abyss","15","Praetor Tribune",""
"IE","0363","Iron Hands","Castellan","","","Merchant Princeling","3","Mortificator",""
"RE","0364","White Scars","Castellan","The Hammer of Olympia","","Siege Master","5","Master of Signals",""
"YY","0365","Questoris Knights","Castellan","","","Bloody Handed","9","Archmagos Draykavac",""
"SY","0366","Blackshields","Castellan","The Awakening Fire","Iron Hands","Marcher Lord","6","Praetor Tribune",""
"KJ","0367","Mechanicum","Leviathan","Ordo Reductor","","Inspiring Presence","8","Magos Dominus",""
"ND","0368","Death Guard","Castellan","The Long March","","Coordinated Assault","5","Siege Breaker",""
"UW","0369","Sons of Horus","Castellan","The Stone Gauntlet","","Dread Rites","6","Esoterist",""
"FL","0370","Blood Angels","Onslaught","Ironfire","","Master of Defence","8","Praetor",""
"PJ","0371","Militia & Cults","Crusade","","Solar Auxilia","Shattering Bombardment","15","Rogue Psyker Alpha",""
"BV","0372","White Scars","Crusade","The Reaping","","Intimidating Presence","10","Chaplain",""
"IQ","0373","Thousand Sons","Crusade","","Militia & Cults","Master of Mechanisms","3","Forge Lord",""
"IG","0374","Thousand Sons","Leviathan","","","World Burner","11","Centurion",""
"KA","0375","Thousand Sons","Castellan","The Long March","","The Dust of a Thousand Worlds","9","Siege Breaker",""
"CV","0376","Solar Auxilia","Crusade","","","Glorious Renown","2","Lord Marshal Ireton MaSade",""
"DJ","0377","Space Wolves","Castellan","","","Lord of the Abyss","4","Master of Signals",""
"XR","0378","Shattered Legions","Castellan","","","Intimidating Presence","9","Librarian",""
"FV","0379","Solar Auxilia","Castellan","","","Glorious Renown","10","Lord Marshal",""
"LN","0380","Solar Auxilia","Onslaught","","","Siege Master","5","Auxilia Tank Commander",""
"XF","0381","Alpha Legion","Crusade","","","Coordinated Assault","12","Moritat",""
"NY","0382","Emperor's Children","Leviathan","","","Conqueror of Cities","15","Vigilator",""
"LX","0383","Mechanicum","Leviathan","Legio Cybernetica","","Conqueror of Cities","9","Archmagos Inar Satarael",""
"DU","0384","Sons of Horus","Onslaught","Angel's Wrath","Iron Hands","Marcher Lord","6","Master of Signals",""
"EO","0385","Ultramarines","Leviathan","Angel's Wrath","","Hell Rider","1","Delegatus",""
"XR","0386","Blood Angels","Leviathan","The Maru Skara","","The Dust of a Thousand Worlds","1","Champion",""
"WO","0387","Thousand Sons","Crusade","Hammerfell Strike Force","","Coordinated Assault","6","Moritat",""
"OW","0388","Iron Warriors","Leviathan","","","Master of Mechanisms","8","Praetor",""
"SF","0389","Death Guard","Crusade","","","Master of the Vanguard","2","Praevian",""
"JB","0390","Iron Warriors","Castellan","Horror Cult","","Immovable Object","10","Chaplain",""
"PA","0391","Blood Angels","Castellan","","","Bitter Blood","10","Esoterist",""
"PQ","0392","Militia & Cults","Crusade","","","Puissant Commander","8","Rogue Psyker",""
"KO","0393","Questoris Knights","Crusade","","","Glorious Renown","7","Archmagos Draykavac",""
"CC","0394","Imperial Fists","Castellan","Headhunter Leviathal","Dark Angels","The Death of Flesh","13","Primus Nullificator",""
"JQ","0395","Raven Guard","Onslaught","","","World Burner","5","Delegatus",""
"EB","0396","Space Wolves","Onslaught","Chogorian Brotherhood","","Legendary Fighter","5","Armistos",""
"TS","0397","Militia & Cults","Crusade","","","Puissant Commander","7","Discipline Master",""
"HG","0398","Mechanicum","Onslaught","Legio Cybernetica","","Legendary Fighter","3","Magos Dominus",""
"GE","0399","Iron Hands","Leviathan","The Stone Gauntlet","","Bitter Blood","1","Librarian",""
"VD","0400","Mechanicum","Castellan","Legio Cybernetica","","Bloody Handed","5","Archmagos Inar Satarael",""
"VK","0401","Emperor's Children","Castellan","Brethren of Iron","","Robber Baron","1","Primus Nullificator",""
"JO","0402","Mechanicum","matrixOfRuin","Legio Cybernetica","","Divide to Conquer","3","Archmagos Draykavac",""
"EF","0403","World Eaters","Onslaught","Liberation Force","","Master of the Vanguard","7","Mortificator",""
"FG","0404","Salamanders","Onslaught","Ravenwing Protocol","","Shattering Bombardment","11","Centurion",""
"AL","0405","Blackshields","Onslaught","The Hammer of Olympia","","Indomitable","2","Armistos",""
"HJ","0406","Night Lords","Crusade","The Guard of the Crimson King","","Lord of the Abyss","6","Praevian",""
"WV","0407","Sons of Horus","Crusade","Hunter-Killer Mission","","The Death of Flesh","5","Praevian",""
"IC","0408","Shattered Legions","Leviathan","","","Paladin of Glory","12","Librarian",""
"HA","0409","Night Lords","Onslaught","Brethren of Iron","","Legendary Fighter","11","Warmonger",""
"HU","0410","Dark Angels","Onslaught","Sacrificial Offering","","Princeps of Deceit","14","Armistos",""
"UX","0411","Raven Guard","Leviathan","Outcast Sons","","Puissant Commander","4","Primus Medicae",""
"QT","0412","Shattered Legions","Castellan","","Death Guard","Uncanny Survivor","11","Moritat",""
"PB","0413","Iron Warriors","Leviathan","Hunter-Killer Mission","","Strategic Genius","15","Warmonger",""
"WS","0414","Death Guard","Leviathan","Berserker Assault","","Blind Barrage","12","Forge Lord",""
"KJ","0415","Dark Angels","Castellan","Terror Assault","","Dread Rites","7","Herald",""
"QL","0416","Questoris Knights","Leviathan","","","Strategic Genius","3","Seneschal",""
"TZ","0417","Alpha Legion","Leviathan","","Death Guard","Merchant Princeling","12","Siege Breaker",""
"FF","0418","Alpha Legion","Leviathan","","","Princeps of Deceit","7","Praetor Tribune",""
"GZ","0419","Mechanicum","Leviathan","Ordo Reductor","","Robber Baron","11","Magos Reductor",""
"DF","0420","Raven Guard","Castellan","The Guard of the Crimson King","","Marcher Lord","13","Forge Lord",""
"VX","0421","Blood Angels","Leviathan","","","Princeps of Deceit","14","Delegatus",""
"CK","0422","Thousand Sons","Crusade","","","Uncanny Survivor","13","Delegatus",""
"XW","0423","Shattered Legions","Crusade","Outlanders","Solar Auxilia","Coordinated Assault","12","Primus Medicae",""
"KN","0424","Night Lords","Onslaught","Brethren of Iron","","Target Priority","15","Centurion",""
"VN","0425","Salamanders","Crusade","The Coils of the Hydra","","Master of Mechanisms","1","Moritat",""
"KZ","0426","Militia & Cults","Leviathan","","","Paladin of Glory","8","Rogue Psyker",""
"TE","0427","Iron Warriors","Onslaught","","","Paladin of Glory","3","Esoterist",""
"YZ","0428","Space Wolves","Crusade","The Eskaton Imperative","Raven Guard","Master of Defence","9","Forge Lord",""
"MI","0429","Shattered Legions","Crusade","The Maru Skara","","Tenacity","13","Esoterist",""
"AU","0430","Ultramarines","Leviathan","The Hammer of Olympia","","Intimidating Presence","14","Praetor Tribune",""
"DD","0431","Sons of Horus","Castellan","Ironfire","","Intimidating Presence","11","Moritat",""
"RX","0432","Ultramarines","Leviathan","Sagyar Mazan","","Beloved of the People","3","Herald",""
"FF","0433","Alpha Legion","Leviathan","The Serpent's Bane","","Connoisseur of Alien Curios","12","Primus Nullificator",""
"XF","0434","Space Wolves","Crusade","The Head of the Gorgon","","Master of Manoeuvre","3","Siege Breaker",""
"KF","0435","Night Lords","Onslaught","The Guard of the Crimson King","","Glorious Renown","15","Librarian",""
"KJ","0436","Space Wolves","Onslaught","Drop Assault Vanguard","","Bitter Blood","8","Librarian",""
"TW","0437","Salamanders","Leviathan","","","Master of Defence","2","Centurion",""
"AJ","0438","Sons of Horus","Onslaught","The Steel Fist","Sons of Horus","Beloved of the People","5","Librarian",""
"BF","0439","Questoris Knights","Crusade","","","Indomitable","10","Archmagos Draykavac",""
"LP","0440","Emperor's Children","Castellan","","Iron Hands","Target Priority","5","Primus Medicae",""
"IJ","0441","Word Bearers","Onslaught","Outcast Sons","","Perfected Targeting","10","Delegatus",""
"OB","0442","Shattered Legions","Onslaught","The Stone Gauntlet","","Lord of the Abyss","2","Warmonger",""
"FW","0443","Alpha Legion","Onslaught","","","Master of the Vanguard","8","Praetor",""
"WT","0444","Iron Hands","Onslaught","","","Night Attacker","6","Vigilator",""
"XS","0445","White Scars","Crusade","","","Legendary Fighter","1","Mortificator",""
"US","0446","Thousand Sons","Onslaught","The Head of the Gorgon","World Eaters","Target Priority","7","Moritat",""
"UB","0447","Militia & Cults","Castellan","","Blood Angels","The Dust of a Thousand Worlds","12","Discipline Master",""
"YD","0448","Iron Hands","Crusade","3rd Company Elite","","Master of Defence","10","Champion",""
"GA","0449","Alpha Legion","Crusade","","","Master Tactician","13","Esoterist",""
"RX","0450","Imperial Fists","Leviathan","Armoured Spearhead","","Master of Manoeuvre","6","Vigilator",""
"IQ","0001","White Scars","Crusade","Horror Cult","","Master of Offence","2","Champion",""
"DD","0002","Space Wolves","Onslaught","The Seekers Arrow","","Lord of the Abyss","14","Mortificator",""
"XV","0003","Sons of Horus","Castellan","The Long March","","Blind Barrage","3","Delegatus",""
"DC","0004","Sons of Horus","Crusade","Pride of the Legion","Space Wolves","Blind Barrage","10","Praetor",""
"LT","0005","Blood Angels","Leviathan","The Storm of War","","Master of Defence","12","Praetor",""
"SZ","0006","Death Guard","Leviathan","Creeping Death","","Puissant Commander","10","Praetor",""
"XZ","0007","Salamanders","Crusade","The Black Reaving","","Master of Offence","4","Mortificator",""
"WL","0008","World Eaters","Onslaught","Pride of the Legion","","Blind Barrage","1","Praetor Tribune",""
"GP","0009","Dark Angels","Onslaught","Horror Cult","Mechanicum","Intimidating Presence","8","Forge Lord",""
"VC","0010","Ultramarines","Crusade","","","Master of the Vanguard","6","Siege Breaker",""
"PM","0011","Militia & Cults","Crusade","","","The Death of Flesh","6","Rogue Psyker Alpha",""
"RW","0012","Thousand Sons","Castellan","The Crimson Path","","Beloved of the People","10","Esoterist",""
"OY","0013","Questoris Knights","Crusade","","","Favoured of Mars","3","Seneschal",""
"JP","0014","Night Lords","Leviathan","The Bloodied Claws","","Beloved of the People","13","Esoterist",""
"MZ","0015","Alpha Legion","Crusade","","","Intimidating Presence","15","Librarian",""
"NH","0016","Alpha Legion","Leviathan","","","Battlefield Analysis","3","Delegatus",""
"VQ","0017","Iron Hands","Onslaught","","World Eaters","Void Master","12","Moritat",""
"BT","0018","Iron Hands","Crusade","Brethren of Iron","","Battlefield Analysis","9","Delegatus",""
"CR","0019","Shattered Legions","Onslaught","Decapitation Strike","","Battlefield Analysis","15","Esoterist",""
"ZK","0020","Night Lords","Castellan","","","The Death of Flesh","1","Warmonger",""
"TJ","0021","Sons of Horus","Castellan","","Militia & Cults","Master of Defence","3","Armistos",""
"DR","0022","Thousand Sons","Leviathan","The Black Reaving","","Lord of the Abyss","13","Forge Lord",""
"EJ","0023","Blood Angels","Crusade","The Awakening Fire","Space Wolves","Merchant Princeling","5","Primus Nullificator",""
"JU","0024","Blood Angels","Castellan","Last of the Serrated Sun","Shattered Legions","Ruthless Tyrant","8","Master of Signals",""
"WE","0025","Word Bearers","Onslaught","","Space Wolves","Connoisseur of Alien Curios","5","Chaplain",""
"SC","0026","Alpha Legion","Leviathan","","","Master of Defence","2","Centurion",""
"CJ","0027","Blackshields","Castellan","Pride of the Legion","","Conqueror of Cities","14","Primus Medicae",""
"PN","0028","Questoris Knights","Castellan","","","Master of the Vanguard","11","Seneschal",""
"XF","0029","Questoris Knights","Crusade","","","Princeps of Deceit","12","Lord Scion",""
"BD","0030","Iron Hands","Onslaught","","","Legendary Fighter","15","Primus Medicae",""
"VG","0031","Alpha Legion","Crusade","Brethren of Iron","","Master of Offence","15","Champion",""
"HQ","0032","Solar Auxilia","Castellan","","","Void Master","3","Lord Marshal Ireton MaSade",""
"WQ","0033","Militia & Cults","Castellan","","","Master of the Vanguard","12","Rogue Psyker Alpha",""
"UF","0034","Militia & Cults","Castellan","","","Predictive Augury","11","Discipline Master",""
"EF","0035","Shattered Legions","Crusade","","","Dread Rites","2","Praetor",""
"CP","0036","Questoris Knights","Leviathan","","Dark Angels","Coordinated Assault","5","Archmagos Draykavac",""
"UQ","0037","Dark Angels","Castellan","Sky Hunter Phalanx","","Master of Mechanisms","9","Chaplain",""
"YM","0038","Salamanders","Crusade","Orbital Assault","","Legendary Fighter","12","Chaplain",""
"UW","0039","Space Wolves","Leviathan","The Crimson Path","","The Death of Flesh","6","Master of Signals",""
"SN","0040","Mechanicum","Crusade","Legio Cybernetica","","Perfected Targeting","15","Magos Reductor Calleb Decima",""
"NG","0041","Space Wolves","Castellan","Horror Cult","","Perfected Targeting","3","Master of Signals",""
"VG","0042","Iron Hands","Onslaught","After Isstvan","","Tenacity","3","Vigilator",""
"NZ","0043","Raven Guard","Onslaught","Pride of the Legion","","Connoisseur of Alien Curios","15","Master of Signals",""
"ED","0044","Word Bearers","Onslaught","Ironfire","","Hell Rider","6","Esoterist",""
"OE","0045","Solar Auxilia","Castellan","","World Eaters","Master of Offence","13","Auxilia Tank Commander",""
"GO","0046","Thousand Sons","Leviathan","","Dark Angels","Strategic Genius","14","Primus Medicae",""
"TS","0047","Alpha Legion","Crusade","Last of the Serrated Sun","","Master of Defence","9","Centurion",""
"ZH","0048","Mechanicum","Leviathan","Ordo Reductor","","Conqueror of Cities","13","Archmagos Draykavac",""
"WH","0049","Iron Warriors","Leviathan","The Maru Skara","","Battlefield Analysis","3","Champion",""
"KX","0050","Ultramarines","Onslaught","The Coils of the Hydra","","Predictive Augury","14","Praetor",""
"JG","0051","Iron Hands","Crusade","","","Uncanny Survivor","9","Esoterist",""
"VK","0052","Shattered Legions","Onslaught","The Maru Skara","Thousand Sons","Uncanny Survivor","1","Praetor Tribune",""
"TX","0053","Blood Angels","Crusade","The Maru Skara","","Child of Terra","13","Praevian",""
"UE","0054","Iron Hands","Castellan","The Axis of Dissolution","","Void Walker","9","Primus Nullificator",""
"AG","0055","Raven Guard","Onslaught","","White Scars","Divide to Conquer","3","Herald",""
"RX","0056","Blood Angels","Castellan","Orphans of War","","Bitter Blood","3","Esoterist",""
"XG","0057","Militia & Cults","Crusade","","","Connoisseur of Alien Curios","7","Platoon Commander",""
"RP","0058","Alpha Legion","Crusade","The Black Reaving","","Tenacity","2","Primus Medicae",""
"VQ","0059","World Eaters","Crusade","","","Indomitable","12","Chaplain",""
"PN","0060","Militia & Cults","Crusade","","","Intimidating Presence","11","Force Commander",""
"SL","0061","Alpha Legion","Leviathan","Creeping Death","","Robber Baron","13","Primus Medicae",""
"FG","0062","Iron Hands","Castellan","Outcast Sons","Iron Warriors","Predictive Augury","2","Master of Signals",""
"CG","0063","Solar Auxilia","Onslaught","","","Favoured of Mars","6","Lord Marshal Ireton MaSade",""
"TK","0064","World Eaters","Crusade","","Blood Angels","Merchant Princeling","2","Centurion",""
"MI","0065","Blood Angels","Leviathan","Ironwing Protocol","","Coordinated Assault","9","Champion",""
"DA","0066","World Eaters","Leviathan","","","Princeps of Deceit","13","Chaplain",""
"ZJ","0067","Questoris Knights","Castellan","","","Void Master","4","Archmagos Draykavac",""
"AS","0068","Militia & Cults","Crusade","","","Lord of the Abyss","9","Rogue Psyker",""
"JV","0069","Militia & Cults","Castellan","","","Inspiring Presence","7","Discipline Master",""
"PX","0070","Raven Guard","Onslaught","The Steel Fist","","Master of Mechanisms","2","Mortificator",""
"YT","0071","Word Bearers","Castellan","The Guard of the Crimson King","","Predictive Augury","12","Primus Nullificator",""
"NR","0072","Shattered Legions","Onslaught","The Swift Blade","","Paladin of Glory","13","Armistos",""
"UF","0073","Space Wolves","Castellan","Primarch's Chosen","","Perfected Targeting","9","Siege Breaker",""
"UC","0074","Emperor's Children","Castellan","Fury of the Ancients","Blood Angels","Indomitable","8","Praetor Tribune",""
"TR","0075","Dark Angels","Leviathan","","","Beloved of the People","6","Mortificator",""
"FU","0076","Blood Angels","Leviathan","Terror Assault","","Perfected Targeting","6","Librarian",""
"DX","0077","Mechanicum","Castellan","Legio Cybernetica","","Night Attacker","1","Magos reductor",""
"LJ","0078","Space Wolves","Leviathan","","","Battlefield Analysis","9","Herald",""
"DT","0079","Blood Angels","Onslaught","Chogorian Brotherhood","","Master Tactician","13","Armistos",""
"XZ","0080","Space Wolves","Onslaught","The Reaping","","Princeps of Deceit","10","Chaplain",""
"RR","0081","Shattered Legions","Leviathan","Orphans of War","","Immovable Object","9","Siege Breaker",""
"RR","0082","Blood Angels","Leviathan","","","Master of Offence","6","Librarian",""
"VF","0083","Questoris Knights","Crusade","","","Void Walker","3","Archmagos Draykavac",""
"BT","0084","Alpha Legion","Leviathan","","","Master of the Vanguard","7","Primus Medicae",""
"KE","0085","Death Guard","Castellan","Legion Recon Company","Salamanders","Child of Terra","5","Esoterist",""
"RD","0086","Ultramarines","Leviathan","The Serpent's Bane","","Blind Barrage","15","Delegatus",""
"ZM","0087","Questoris Knights","Castellan","","","Inspiring Presence","12","Archmagos Draykavac",""
"JD","0088","Shattered Legions","Crusade","The Hammer of Olympia","","Blind Barrage","15","Armistos",""
"OY","0089","Solar Auxilia","Crusade","","","The Death of Flesh","5","Lord Marshal",""
"RD","0090","Space Wolves","Onslaught","","Death Guard","Intimidating Presence","3","Primus Medicae",""
"DV","0091","Mechanicum","Crusade","","","Master of the Vanguard","2","Magos reductor",""
"CD","0092","Questoris Knights","Crusade","","Shattered Legions","Ruthless Tyrant","6","Archmagos Draykavac",""
"OI","0093","Militia & Cults","Onslaught","","","Master of Manoeuvre","3","Discipline Master",""
"DR","0094","Emperor's Children","Castellan","Berserker Assault","","Paladin of Glory","14","Praetor Tribune",""
"GT","0095","Salamanders","Castellan","The Swift Blade","","Bloody Handed","15","Chaplain",""
"XY","0096","Death Guard","Onslaught","","","Master of Ambush","2","Champion",""
"HI","0097","Space Wolves","Leviathan","","White Scars","Master Tactician","4","Master of Signals",""
"JR","0098","Iron Warriors","Onslaught","","Salamanders","Void Walker","13","Herald",""
"NX","0099","Alpha Legion","Castellan","","","Bloody Handed","5","Primus Nullificator",""
"AR","0100","Mechanicum","Crusade","Legio Cybernetica","","Intimidating Presence","9","Magos Dominus",""
"IN","0101","Dark Angels","Onslaught","The Bloodied Gauntlet","Night Lords","Conqueror of Cities","12","Delegatus",""
"HQ","0102","Blackshields","Onslaught","The Crimson Path","","Glorious Renown","11","Herald",""
"TI","0103","Thousand Sons","Castellan","","","Marcher Lord","9","Forge Lord",""
"RL","0104","Dark Angels","Crusade","Orphans of War","","Bitter Blood","2","Chaplain",""
"FT","0105","Night Lords","Leviathan","Orphans of Betrayal","","Puissant Commander","8","Vigilator",""
"XP","0106","Imperial Fists","Castellan","Terror Assault","","Dread Rites","11","Warmonger",""
"CJ","0107","Death Guard","Crusade","The Dark Brethren","Iron Hands","Battlefield Analysis","5","Centurion",""
"XS","0108","Blackshields","Leviathan","","","Child of Terra","5","Delegatus",""
"HI","0109","Alpha Legion","Leviathan","The Logos Lectora","Imperial Fists","Child of Terra","1","Centurion",""
"UU","0110","White Scars","Crusade","","Word Bearers","Perfected Targeting","6","Mortificator",""
"CK","0111","Iron Warriors","Leviathan","","Raven Guard","Princeps of Deceit","6","Praevian",""
"PT","0112","Word Bearers","Leviathan","","","Master of Ambush","5","Armistos",""
"DB","0113","Iron Hands","Crusade","The Storm of War","","Robber Baron","9","Herald",""
"JJ","0114","Blackshields","Leviathan","Armoured Breakthrough","","Dread Rites","10","Herald",""
"HK","0115","Emperor's Children","Crusade","","","Perfected Targeting","10","Praetor Tribune",""
"FQ","0116","Night Lords","Onslaught","","","Tenacity","6","Champion",""
"CE","0117","Dark Angels","Castellan","The Crimson Path","","Master of Defence","12","Esoterist",""
"DY","0118","World Eaters","Crusade","Terror Assault","Salamanders","Master of Mechanisms","13","Primus Medicae",""
"KP","0119","Alpha Legion","Castellan","","","Ruthless Tyrant","11","Librarian",""
"ZD","0120","Blood Angels","Onslaught","Sacrificial Offering","","Night Attacker","8","Praetor",""
"FL","0121","Night Lords","Crusade","Berserker Assault","","Puissant Commander","4","Master of Signals",""
"XK","0122","Alpha Legion","Leviathan","The Head of the Gorgon","","Battlefield Analysis","2","Champion",""
"UL","0123","Blackshields","Castellan","The Head of the Gorgon","","Indomitable","1","Primus Medicae",""
"LD","0124","Raven Guard","Leviathan","","","Battlefield Analysis","2","Primus Nullificator",""
"NP","0125","Ultramarines","Castellan","","","Master of Offence","10","Librarian",""
"BD","0126","Militia & Cults","Castellan","","","Uncanny Survivor","2","Rogue Psyker Alpha",""
"NM","0127","Imperial Fists","Onslaught","Primarch's Chosen","","Master of Ambush","14","Warmonger",""
"TW","0128","Shattered Legions","Crusade","The Pale Hunters","Imperial Fists","Indomitable","13","Primus Nullificator",""
"TZ","0129","Sons of Horus","Castellan","The Guard of the Crimson King","","Ruthless Tyrant","2","Master of Signals",""
"LT","0130","Iron Hands","Castellan","The Bloodied Gauntlet","","Merchant Princeling","5","Chaplain",""
"KL","0131","World Eaters","Castellan","Vigil Opertii Mission","Sons of Horus","Master of Ambush","15","Mortificator",""
"HO","0132","Alpha Legion","Leviathan","Outcast Sons","Shattered Legions","Ruthless Tyrant","10","Esoterist",""
"WP","0133","Ultramarines","Castellan","The Awakening Fire","","Divide to Conquer","15","Chaplain",""
"NU","0134","Militia & Cults","Onslaught","","","Paladin of Glory","7","Rogue Psyker Alpha",""
"GG","0135","Blood Angels","Crusade","3rd Company Elite","","Coordinated Assault","11","Champion",""
"VM","0136","Death Guard","Leviathan","","Death Guard","Favoured of Mars","11","Delegatus",""
"XA","0137","Imperial Fists","Leviathan","","","Strategic Genius","13","Esoterist",""
"VS","0138","Mechanicum","Leviathan","Legio Cybernetica","","Bitter Blood","3","Archmagos Dominus",""
"NZ","0139","Alpha Legion","Leviathan","","Death Guard","Shattering Bombardment","12","Chaplain",""
