"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"BU","0290","Emperor's Children","Castellan","","Blackshields","The Death of Flesh","5","Primus Medicae",""
"OE","0291","Iron Warriors","Leviathan","The Hammer of Olympia","","Inspiring Presence","3","Moritat",""
"VG","0292","Imperial Fists","Onslaught","After Isstvan","","Battlefield Analysis","7","Praetor Tribune",""
"NC","0293","Word Bearers","Castellan","Brethren of Iron","","Hell Rider","7","Champion",""
"NR","0294","Dark Angels","Crusade","","White Scars","Dread Rites","11","Librarian",""
"BE","0295","Raven Guard","Leviathan","Orphans of Betrayal","","Glorious Renown","13","Primus Nullificator",""
"AJ","0296","Sons of Horus","Crusade","","","Robber Baron","2","Vigilator",""
"RK","0297","Solar Auxilia","Onslaught","","Mechanicum","Blind Barrage","2","Lord Marshal",""
"IP","0298","World Eaters","Leviathan","","","Robber Baron","13","Primus Medicae",""
"GR","0299","World Eaters","Castellan","Zone Mortalis Assault Force","Sons of Horus","Perfected Targeting","14","Librarian",""
"DV","0300","Questoris Knights","Leviathan","","Imperial Fists","Indomitable","1","Archmagos Draykavac",""
"MI","0301","Salamanders","Castellan","","White Scars","Indomitable","3","Herald",""
"UQ","0302","Sons of Horus","Castellan","Sky Hunter Phalanx","Iron Warriors","Predictive Augury","14","Forge Lord",""
"YA","0303","Emperor's Children","Leviathan","3rd Company Elite","","Void Master","7","Warmonger",""
"AV","0304","Emperor's Children","Onslaught","","Night Lords","Paladin of Glory","5","Praevian",""
"XG","0305","Iron Hands","Onslaught","Legion Recon Company","","Inspiring Presence","10","Champion",""
"LY","0306","Mechanicum","Onslaught","Ordo Reductor","","Child of Terra","9","Archmagos Inar Satarael",""
"TH","0307","Blood Angels","Onslaught","Fury of the Ancients","Iron Warriors","The Dust of a Thousand Worlds","4","Vigilator",""
"AN","0308","Space Wolves","Crusade","Pride of the Legion","Mechanicum","Master of Manoeuvre","12","Forge Lord",""
"LC","0309","Space Wolves","Leviathan","Armoured Spearhead","","World Burner","15","Esoterist",""
"WV","0310","Mechanicum","Onslaught","Ordo Reductor","","Paladin of Glory","10","Magos Prime",""
"HR","0311","Blood Angels","Castellan","Zone Mortalis Assault Force","","Marcher Lord","7","Master of Signals",""
"MQ","0312","Night Lords","Onslaught","Hunter-Killer Mission","Blood Angels","Target Priority","5","Champion",""
"EG","0313","Word Bearers","Leviathan","","Sons of Horus","Coordinated Assault","14","Primus Nullificator",""
"PN","0314","Blood Angels","Leviathan","Armoured Breakthrough","","The Death of Flesh","2","Praetor Tribune",""
"AH","0315","Space Wolves","Leviathan","Hunter-Killer Mission","","Master of Defence","2","Moritat",""
"CC","0316","Iron Hands","Onslaught","","Blood Angels","Legendary Fighter","11","Delegatus",""
"CF","0317","Mechanicum","Crusade","","","Master of Ambush","6","Magos Reductor Calleb Decima",""
"QY","0318","White Scars","Leviathan","Angel's Wrath","","Indomitable","6","Librarian",""
"LG","0319","Raven Guard","Onslaught","Orbital Assault","","Master of Defence","7","Primus Medicae",""
"UD","0320","Iron Warriors","Crusade","Orphans of Betrayal","","Connoisseur of Alien Curios","8","Delegatus",""
"MM","0321","Raven Guard","Castellan","Armoured Breakthrough","","Intimidating Presence","1","Praevian",""
"SH","0322","Iron Hands","Onslaught","Primarch's Chosen","Iron Warriors","Beloved of the People","6","Praetor Tribune",""
"SX","0323","Emperor's Children","Onslaught","Brethren of Iron","","Bloody Handed","2","Vigilator",""
"ES","0324","Space Wolves","Leviathan","Angel's Wrath","","Lord of the Abyss","14","Forge Lord",""
"RB","0325","Questoris Knights","Leviathan","","","Bloody Handed","7","Seneschal",""
"QW","0326","Iron Warriors","Castellan","","Ultramarines","Immovable Object","5","Master of Signals",""
"GU","0327","Blood Angels","Crusade","Legion Recon Company","Ultramarines","Master of the Vanguard","12","Forge Lord",""
"TT","0328","Sons of Horus","Crusade","Legion Recon Company","","Puissant Commander","9","Moritat",""
"TV","0329","Word Bearers","Crusade","Fury of the Ancients","","Child of Terra","15","Moritat",""
"JB","0330","Thousand Sons","Leviathan","","","Void Master","1","Praevian",""
"MP","0331","Blood Angels","Castellan","Armoured Spearhead","Questoris Knights","Conqueror of Cities","8","Siege Breaker",""
"QA","0332","Ultramarines","Leviathan","Orbital Assault","Salamanders","Robber Baron","1","Vigilator",""
"QD","0333","Ultramarines","Onslaught","The Logos Lectora","","Puissant Commander","8","Master of Signals",""
"YO","0334","Death Guard","Castellan","Sky Hunter Phalanx","","Master Tactician","6","Champion",""
"GY","0335","Questoris Knights","Crusade","","","Master of Ambush","5","Lord Scion",""
"LI","0336","Questoris Knights","Onslaught","","Thousand Sons","Bitter Blood","5","Lord Scion",""
"KR","0337","Word Bearers","Castellan","","White Scars","Robber Baron","8","Champion",""
"KS","0338","World Eaters","Onslaught","","","The Death of Flesh","1","Herald",""
"DQ","0339","Raven Guard","Crusade","","","Blind Barrage","5","Praetor",""
"ER","0340","Word Bearers","Crusade","Armoured Spearhead","","Dread Rites","9","Warmonger",""
"IM","0341","Blood Angels","Onslaught","","White Scars","Predictive Augury","15","Siege Breaker",""
"QE","0342","Solar Auxilia","Leviathan","","World Eaters","Immovable Object","11","Auxilia Tank Commander",""
"FQ","0343","White Scars","Crusade","","World Eaters","World Burner","14","Herald",""
"WL","0344","Militia & Cults","Onslaught","","","Marcher Lord","13","Rogue Psyker Alpha",""
"CR","0345","World Eaters","Onslaught","Orphans of Betrayal","","Divide to Conquer","11","Delegatus",""
"OT","0346","White Scars","Crusade","","","Blind Barrage","10","Centurion",""
"NW","0347","Iron Hands","Castellan","","","Lord of the Abyss","14","Centurion",""
"GB","0348","Alpha Legion","Leviathan","After Isstvan","","Master of the Vanguard","9","Esoterist",""
"VO","0349","Sons of Horus","Leviathan","Angel's Wrath","","World Burner","8","Primus Nullificator",""
"MV","0350","Night Lords","Onslaught","Outcast Sons","","Inspiring Presence","13","Champion",""
"EA","0351","Militia & Cults","Castellan","","","Princeps of Deceit","6","Force Commander",""
"HI","0352","Ultramarines","Crusade","Sky Hunter Phalanx","","Tenacity","10","Champion",""
"YT","0353","Night Lords","Leviathan","The Bloodied Gauntlet","","Void Walker","4","Praetor",""
"WO","0354","Solar Auxilia","Crusade","","","Uncanny Survivor","8","Lord Marshal Ireton MaSade",""
"DL","0355","Imperial Fists","Crusade","The Stone Gauntlet","","Coordinated Assault","14","Primus Nullificator",""
"PL","0356","White Scars","Castellan","Legion Recon Company","","Shattering Bombardment","13","Herald",""
"JQ","0357","Space Wolves","Leviathan","Orphans of Betrayal","","Ruthless Tyrant","9","Herald",""
"QU","0358","Questoris Knights","Onslaught","","","Bitter Blood","5","Archmagos Draykavac",""
"PC","0359","Thousand Sons","Leviathan","Legion Recon Company","","Ruthless Tyrant","6","Master of Signals",""
"DH","0360","World Eaters","Onslaught","Pride of the Legion","","Tenacity","5","Warmonger",""
"FK","0361","Blackshields","Castellan","Orbital Assault","","Paladin of Glory","7","Mortificator",""
"AU","0362","Emperor's Children","Leviathan","","Solar Auxilia","Blind Barrage","15","Praetor Tribune",""
"ZF","0363","White Scars","Leviathan","Fury of the Ancients","","Hell Rider","3","Mortificator",""
"IK","0364","Ultramarines","Leviathan","Zone Mortalis Assault Force","","Master Tactician","13","Champion",""
"SA","0365","Thousand Sons","Crusade","","Sons of Horus","Favoured of Mars","3","Armistos",""
"TL","0366","Dark Angels","Crusade","The Eskaton Imperative","","Favoured of Mars","9","Esoterist",""
"PO","0367","Solar Auxilia","Crusade","","Word Bearers","Indomitable","9","Auxilia Tank Commander",""
"WT","0368","Shattered Legions","Castellan","Armoured Breakthrough","","Siege Master","9","Librarian",""
"AC","0369","Night Lords","Onslaught","Legion Recon Company","","Shattering Bombardment","14","Praetor",""
"UR","0370","Emperor's Children","Crusade","","","The Death of Flesh","3","Vigilator",""
"KC","0371","Salamanders","Onslaught","","Death Guard","Robber Baron","10","Esoterist",""
"BK","0372","World Eaters","Castellan","Drop Assault Vanguard","Solar Auxilia","Robber Baron","7","Forge Lord",""
"IK","0373","Alpha Legion","Leviathan","Outcast Sons","","Strategic Genius","12","Praetor Tribune",""
"BG","0374","Word Bearers","Onslaught","Brethren of Iron","","Bitter Blood","9","Armistos",""
"CC","0375","Space Wolves","Crusade","Legion Recon Company","","Divide to Conquer","12","Herald",""
"MF","0376","Iron Warriors","Crusade","Orbital Assault","White Scars","Siege Master","8","Praevian",""
"CT","0377","Dark Angels","Leviathan","","","Princeps of Deceit","9","Siege Breaker",""
"KI","0378","Questoris Knights","Leviathan","","","Divide to Conquer","14","Archmagos Draykavac",""
"NH","0379","Iron Hands","Leviathan","","","Legendary Fighter","12","Praetor",""
"BB","0380","Iron Warriors","Onslaught","","Word Bearers","Dread Rites","13","Moritat",""
"VS","0381","Night Lords","Onslaught","Hunter-Killer Mission","","Predictive Augury","6","Forge Lord",""
"CD","0382","White Scars","Castellan","","","World Burner","9","Moritat",""
"AU","0383","Shattered Legions","Onslaught","Armoured Breakthrough","","Master of Ambush","5","Warmonger",""
"EL","0384","World Eaters","Onslaught","","","Siege Master","6","Centurion",""
"KC","0385","Word Bearers","Leviathan","Angel's Wrath","Imperial Fists","Master of Defence","2","Champion",""
"XU","0386","Raven Guard","Castellan","","","Predictive Augury","12","Mortificator",""
"FA","0387","Solar Auxilia","Castellan","","","Puissant Commander","15","Legate Commander",""
"FD","0388","Death Guard","Castellan","Hunter-Killer Mission","","Night Attacker","1","Centurion",""
"OX","0389","Alpha Legion","Leviathan","","Raven Guard","Conqueror of Cities","11","Champion",""
"QN","0390","Sons of Horus","Crusade","Armoured Spearhead","","Indomitable","5","Praetor",""
"AQ","0391","World Eaters","Onslaught","","Night Lords","Master of Ambush","6","Praetor Tribune",""
"DC","0392","Alpha Legion","Castellan","","","Predictive Augury","13","Librarian",""
"CC","0393","Thousand Sons","Castellan","Legion Recon Company","","Siege Master","7","Centurion",""
"TU","0394","Alpha Legion","Leviathan","","","Void Master","13","Chaplain",""
"AY","0395","Imperial Fists","Castellan","","","Dread Rites","2","Praetor Tribune",""
"OW","0396","Space Wolves","Onslaught","","","Glorious Renown","5","Siege Breaker",""
"BF","0397","Dark Angels","Crusade","","Death Guard","Bloody Handed","5","Champion",""
"KE","0398","Blackshields","Leviathan","Primarch's Chosen","Militia & Cults","Master Tactician","7","Centurion",""
"LB","0399","Shattered Legions","Onslaught","After Isstvan","Emperor's Children","Beloved of the People","12","Librarian",""
"NY","0400","Sons of Horus","Crusade","Outcast Sons","","World Burner","12","Praevian",""
"UK","0401","Militia & Cults","Onslaught","","","Void Master","1","Rogue Psyker Alpha",""
"MN","0402","Death Guard","Crusade","Primarch's Chosen","","Strategic Genius","6","Primus Medicae",""
"YB","0403","Iron Hands","Crusade","Orbital Assault","","Master of the Vanguard","4","Warmonger",""
"UL","0404","Alpha Legion","Crusade","Angel's Wrath","","Inspiring Presence","5","Praevian",""
"YE","0405","Space Wolves","Leviathan","","Dark Angels","Intimidating Presence","6","Siege Breaker",""
"ON","0406","Thousand Sons","Crusade","Angel's Wrath","","Coordinated Assault","14","Praevian",""
"DM","0407","Imperial Fists","Onslaught","","","Hell Rider","5","Delegatus",""
"JE","0408","World Eaters","Crusade","Orphans of Betrayal","","Master of Ambush","4","Siege Breaker",""
"NT","0409","Sons of Horus","Castellan","Orbital Assault","","Master Tactician","14","Master of Signals",""
"DD","0410","Sons of Horus","Onslaught","After Isstvan","","Merchant Princeling","12","Armistos",""
"NZ","0411","Dark Angels","Leviathan","Hunter-Killer Mission","Word Bearers","Tenacity","9","Moritat",""
"CB","0412","Night Lords","Onslaught","","Thousand Sons","World Burner","3","Librarian",""
"ES","0413","Dark Angels","Onslaught","","","The Death of Flesh","7","Siege Breaker",""
"VO","0414","Word Bearers","Castellan","Primarch's Chosen","","Legendary Fighter","10","Praetor",""
"WM","0415","Iron Hands","Onslaught","Sky Hunter Phalanx","Ultramarines","Glorious Renown","7","Master of Signals",""
"UX","0416","Ultramarines","Onslaught","","Thousand Sons","Inspiring Presence","12","Primus Nullificator",""
"WY","0417","Space Wolves","Leviathan","The Bloodied Claws","Sons of Horus","Dread Rites","13","Esoterist",""
"TH","0418","White Scars","Crusade","After Isstvan","","Master of Mechanisms","10","Forge Lord",""
"CD","0419","Blood Angels","Crusade","","","Master of Offence","3","Esoterist",""
"IC","0420","Mechanicum","Onslaught","Ordo Reductor","Death Guard","Conqueror of Cities","6","Archmagos Inar Satarael",""
"XD","0421","White Scars","Onslaught","Sagyar Mazan","","Legendary Fighter","8","Primus Nullificator",""
"OP","0422","Emperor's Children","Castellan","","Thousand Sons","Puissant Commander","4","Esoterist",""
"JH","0423","Death Guard","Castellan","","","Puissant Commander","7","Praetor Tribune",""
"NX","0424","Dark Angels","Onslaught","The Seekers Arrow","","Master of Offence","4","Mortificator",""
"OR","0425","Militia & Cults","Onslaught","","Iron Hands","Battlefield Analysis","12","Platoon Commander",""
"VE","0426","White Scars","Castellan","Angel's Wrath","Imperial Fists","Connoisseur of Alien Curios","9","Praetor",""
"OY","0427","Sons of Horus","Onslaught","","","Predictive Augury","14","Mortificator",""
"EJ","0428","Thousand Sons","Crusade","","","Beloved of the People","5","Centurion",""
"MD","0429","Militia & Cults","Castellan","","","Inspiring Presence","2","Rogue Psyker Alpha",""
"NL","0430","Shattered Legions","Crusade","Hunter-Killer Mission","","Blind Barrage","2","Primus Medicae",""
"RZ","0431","Night Lords","Crusade","Hunter-Killer Mission","","Child of Terra","11","Praetor Tribune",""
"UM","0432","Night Lords","Castellan","After Isstvan","World Eaters","Conqueror of Cities","5","Librarian",""
"JF","0433","Mechanicum","Crusade","","Imperial Fists","World Burner","7","Magos Reductor",""
"WM","0434","Night Lords","Onslaught","Armoured Breakthrough","","Perfected Targeting","1","Armistos",""
"BF","0435","Militia & Cults","Crusade","","","Bitter Blood","5","Rogue Psyker Alpha",""
"ZO","0436","Emperor's Children","Castellan","","","Bloody Handed","8","Champion",""
"IC","0437","Space Wolves","Onslaught","Angel's Wrath","","Robber Baron","10","Librarian",""
"LO","0438","Night Lords","Leviathan","","","Shattering Bombardment","8","Chaplain",""
"IY","0439","Emperor's Children","Leviathan","","Death Guard","Master of Offence","13","Herald",""
"FM","0440","Raven Guard","Onslaught","","","Shattering Bombardment","9","Champion",""
"HE","0441","Sons of Horus","Castellan","The Black Reaving","","Connoisseur of Alien Curios","6","Siege Breaker",""
"IZ","0442","Word Bearers","Castellan","","","Ruthless Tyrant","7","Centurion",""
"XF","0443","Alpha Legion","Leviathan","Angel's Wrath","","Perfected Targeting","12","Praevian",""
"GL","0444","Space Wolves","Onslaught","","","Siege Master","3","Esoterist",""
"WS","0445","Emperor's Children","Leviathan","Primarch's Chosen","","Lord of the Abyss","13","Praetor",""
"KS","0446","Iron Warriors","Castellan","Armoured Breakthrough","","Strategic Genius","13","Warmonger",""
"GV","0447","Salamanders","Leviathan","","","Shattering Bombardment","14","Primus Medicae",""
"ZB","0448","Raven Guard","Crusade","Outcast Sons","Questoris Knights","The Death of Flesh","4","Herald",""
"QF","0449","Militia & Cults","Onslaught","","","Tenacity","8","Rogue Psyker",""
"XO","0450","Blood Angels","Onslaught","","","Glorious Renown","7","Delegatus",""
"OM","0001","World Eaters","Castellan","","","Dread Rites","15","Moritat",""
"GJ","0002","Emperor's Children","Crusade","","Iron Hands","Child of Terra","9","Herald",""
"DA","0003","Ultramarines","Castellan","","Iron Hands","Favoured of Mars","12","Forge Lord",""
"CQ","0004","Salamanders","Crusade","Drop Assault Vanguard","","Strategic Genius","9","Vigilator",""
"FQ","0005","Iron Hands","Crusade","Armoured Breakthrough","","Master of Mechanisms","15","Centurion",""
"XN","0006","Solar Auxilia","Castellan","","","Puissant Commander","3","Lord Marshal Ireton MaSade",""
"DF","0007","Iron Warriors","Leviathan","","","Paladin of Glory","12","Herald",""
"NB","0008","Solar Auxilia","Crusade","","Militia & Cults","Master of Defence","2","Auxilia Tank Commander",""
"PR","0009","Iron Hands","Crusade","","","Robber Baron","5","Primus Medicae",""
"ZP","0010","Alpha Legion","Crusade","","Space Wolves","Puissant Commander","6","Warmonger",""
"ZY","0011","Questoris Knights","Onslaught","","","Indomitable","7","Lord Scion",""
"HN","0012","Solar Auxilia","Castellan","","","Immovable Object","14","Lord Marshal Ireton MaSade",""
"MU","0013","Blood Angels","Leviathan","","","Dread Rites","5","Forge Lord",""
"HM","0014","Sons of Horus","Castellan","","","Void Walker","14","Praetor",""
"TZ","0015","Space Wolves","Leviathan","Armoured Spearhead","Sons of Horus","Siege Master","15","Primus Medicae",""
"KL","0016","Blackshields","Castellan","","","Blind Barrage","15","Primus Medicae",""
"YC","0017","Iron Hands","Castellan","Sky Hunter Phalanx","World Eaters","Master Tactician","3","Warmonger",""
"WD","0018","White Scars","Castellan","Sky Hunter Phalanx","","Beloved of the People","12","Praetor",""
"ZO","0019","Mechanicum","matrixOfRuin","","","Void Walker","14","Anacharis Scoria",""
"XB","0020","Night Lords","Castellan","Armoured Breakthrough","","Night Attacker","10","Esoterist",""
"JG","0021","World Eaters","Crusade","","","Puissant Commander","2","Mortificator",""
"XT","0022","Space Wolves","Castellan","After Isstvan","","Dread Rites","7","Mortificator",""
"VA","0023","Mechanicum","Crusade","Ordo Reductor","Salamanders","Child of Terra","8","Magos Reductor",""
"YI","0024","Alpha Legion","Crusade","Orphans of Betrayal","","Connoisseur of Alien Curios","9","Centurion",""
"NH","0025","Mechanicum","Crusade","","","Bloody Handed","1","Magos Reductor",""
"LA","0026","Blood Angels","Crusade","","","Master of Ambush","2","Chaplain",""
"LG","0027","White Scars","Onslaught","","","Beloved of the People","7","Praetor",""
"RI","0028","Raven Guard","Crusade","","","Strategic Genius","3","Praetor",""
"SR","0029","Raven Guard","Leviathan","Zone Mortalis Assault Force","","Divide to Conquer","15","Moritat",""
"YJ","0030","Death Guard","Castellan","Angel's Wrath","Ultramarines","Night Attacker","4","Primus Medicae",""
"EL","0031","Word Bearers","Onslaught","","Imperial Fists","Siege Master","7","Primus Medicae",""
"KZ","0032","Iron Warriors","Crusade","","","World Burner","13","Forge Lord",""
"LT","0033","Night Lords","Onslaught","","","Tenacity","15","Champion",""
"TY","0034","Emperor's Children","Castellan","","Iron Warriors","Bitter Blood","8","Praetor Tribune",""
"OR","0035","Questoris Knights","Crusade","","","The Dust of a Thousand Worlds","7","Seneschal",""
"DA","0036","Questoris Knights","Castellan","","","Night Attacker","1","Lord Scion",""
"YA","0037","Death Guard","Leviathan","Pride of the Legion","","Paladin of Glory","13","Mortificator",""
"MV","0038","White Scars","Onslaught","Pride of the Legion","","Night Attacker","8","Master of Signals",""
"BT","0039","Blood Angels","Castellan","The Day of Revelation","","The Death of Flesh","12","Vigilator",""
"NJ","0040","Salamanders","Castellan","The Awakening Fire","","Bitter Blood","12","Praevian",""
"FT","0041","Iron Warriors","Crusade","The Hammer of Olympia","","Ruthless Tyrant","12","Master of Signals",""
"QL","0042","Militia & Cults","Castellan","","Salamanders","Lord of the Abyss","2","Force Commander",""
"ZK","0043","Death Guard","Castellan","Orphans of Betrayal","","Lord of the Abyss","11","Centurion",""
"TP","0044","Mechanicum","matrixOfRuin","","","Connoisseur of Alien Curios","14","Magos Reductor",""
"TB","0045","Sons of Horus","Castellan","Orphans of Betrayal","","The Dust of a Thousand Worlds","7","Delegatus",""
"MQ","0046","Mechanicum","Crusade","","","Master of Offence","5","Magos Reductor",""
"PK","0047","Blood Angels","Castellan","Outcast Sons","","Glorious Renown","3","Champion",""
"TM","0048","Alpha Legion","Leviathan","","","Connoisseur of Alien Curios","15","Master of Signals",""
"OD","0049","Solar Auxilia","Onslaught","","Blackshields","Void Master","15","Lord Marshal Ireton MaSade",""
"QI","0050","Alpha Legion","Leviathan","Drop Assault Vanguard","Blood Angels","Bloody Handed","13","Champion",""
"FA","0051","Night Lords","Leviathan","","","Merchant Princeling","6","Champion",""
"PX","0052","Death Guard","Crusade","","","Uncanny Survivor","2","Moritat",""
"JE","0053","Alpha Legion","Onslaught","","","Shattering Bombardment","8","Praetor",""
"SZ","0054","Night Lords","Crusade","After Isstvan","Solar Auxilia","Perfected Targeting","3","Siege Breaker",""
"JI","0055","Night Lords","Castellan","Orbital Assault","","Beloved of the People","14","Primus Medicae",""
"JM","0056","Night Lords","Castellan","Sacrificial Offering","","Master of Ambush","11","Librarian",""
"OP","0057","Salamanders","Castellan","","","Indomitable","5","Librarian",""
"HF","0058","Death Guard","Onslaught","","","Strategic Genius","10","Master of Signals",""
"SM","0059","Alpha Legion","Castellan","After Isstvan","","Blind Barrage","11","Forge Lord",""
"XT","0060","Death Guard","Castellan","The Reaping","","Ruthless Tyrant","8","Champion",""
"QK","0061","Blackshields","Leviathan","","","Uncanny Survivor","12","Primus Nullificator",""
"SC","0062","Shattered Legions","Castellan","Orphans of Betrayal","","Siege Master","3","Vigilator",""
"OP","0063","Solar Auxilia","Crusade","","","Void Walker","3","Auxilia Tank Commander",""
"BR","0064","Emperor's Children","Leviathan","","Blackshields","Hell Rider","8","Primus Nullificator",""
"SO","0065","Word Bearers","Crusade","After Isstvan","Dark Angels","Lord of the Abyss","12","Champion",""
"SH","0066","Iron Hands","Castellan","Armoured Spearhead","","Marcher Lord","5","Master of Signals",""
"CC","0067","Blackshields","Castellan","Orbital Assault","","Master Tactician","1","Champion",""
"HH","0068","Night Lords","Leviathan","","","Predictive Augury","10","Vigilator",""
"RK","0069","Salamanders","Onslaught","Armoured Spearhead","Raven Guard","Merchant Princeling","3","Armistos",""
"NL","0070","Blood Angels","Leviathan","Orbital Assault","Dark Angels","Merchant Princeling","11","Armistos",""
"LC","0071","Raven Guard","Crusade","","","Master of Ambush","7","Armistos",""
"ID","0072","Emperor's Children","Onslaught","","","Master of Manoeuvre","1","Siege Breaker",""
"IT","0073","Questoris Knights","Crusade","","","Master of the Vanguard","13","Lord Scion",""
"HF","0074","Mechanicum","Castellan","Taghmata Omnissiah","Mechanicum","Master of Offence","8","Magos Reductor",""
"SO","0075","Emperor's Children","Crusade","","","Marcher Lord","4","Siege Breaker",""
"OG","0076","Thousand Sons","Leviathan","","Salamanders","Legendary Fighter","14","Forge Lord",""
"XT","0077","Iron Hands","Crusade","Outcast Sons","Death Guard","Legendary Fighter","10","Armistos",""
"ZI","0078","World Eaters","Leviathan","Zone Mortalis Assault Force","","Puissant Commander","12","Primus Medicae",""
"CX","0079","Blood Angels","Onslaught","After Isstvan","Night Lords","Void Walker","13","Primus Medicae",""
"CF","0080","Word Bearers","Castellan","Hunter-Killer Mission","Salamanders","Lord of the Abyss","9","Master of Signals",""
"DC","0081","Blood Angels","Leviathan","Sacrificial Offering","","The Dust of a Thousand Worlds","1","Esoterist",""
"DK","0082","Blood Angels","Castellan","","World Eaters","Master of Mechanisms","13","Esoterist",""
"HB","0083","Solar Auxilia","Onslaught","","Space Wolves","Connoisseur of Alien Curios","2","Strategos",""
"TP","0084","Emperor's Children","Leviathan","Armoured Spearhead","","Indomitable","6","Forge Lord",""
"SR","0085","Alpha Legion","Onslaught","Drop Assault Vanguard","","Marcher Lord","8","Chaplain",""
"PX","0086","Militia & Cults","Castellan","","","Master of Offence","7","Platoon Commander",""
"JI","0087","Mechanicum","Crusade","Taghmata Omnissiah","","Master of Defence","1","Archmagos Dominus",""
"XC","0088","Shattered Legions","Onslaught","After Isstvan","","The Dust of a Thousand Worlds","9","Warmonger",""
"GJ","0089","Alpha Legion","Castellan","Zone Mortalis Assault Force","","Intimidating Presence","12","Mortificator",""
"LF","0090","Raven Guard","Castellan","Liberation Force","","Battlefield Analysis","9","Chaplain",""
"QJ","0091","Blood Angels","Castellan","Orphans of Betrayal","","Bitter Blood","9","Primus Nullificator",""
"LR","0092","Imperial Fists","Leviathan","Zone Mortalis Assault Force","","Predictive Augury","13","Forge Lord",""
"OT","0093","Shattered Legions","Onslaught","","Iron Warriors","Battlefield Analysis","2","Warmonger",""
"XI","0094","Blood Angels","Leviathan","Sky Hunter Phalanx","","Hell Rider","2","Librarian",""
"TK","0095","Alpha Legion","Crusade","Outcast Sons","","Master of Mechanisms","2","Moritat",""
"JL","0096","Sons of Horus","Crusade","","Imperial Fists","Uncanny Survivor","5","Moritat",""
"HZ","0097","Questoris Knights","Castellan","","Shattered Legions","Strategic Genius","7","Archmagos Draykavac",""
"DA","0098","Thousand Sons","Castellan","","","Master of the Vanguard","9","Primus Nullificator",""
"PZ","0099","Emperor's Children","Leviathan","","","Master of Defence","15","Esoterist",""
"YP","0100","Blood Angels","Onslaught","Primarch's Chosen","","Master of Manoeuvre","5","Esoterist",""
"DK","0101","Alpha Legion","Leviathan","","","Tenacity","6","Armistos",""
"CP","0102","Imperial Fists","Leviathan","After Isstvan","Iron Warriors","Immovable Object","6","Forge Lord",""
"LD","0103","Mechanicum","Onslaught","","","Bloody Handed","1","Magos Reductor Calleb Decima",""
"TV","0104","Imperial Fists","Leviathan","","","Void Master","1","Warmonger",""
"CJ","0105","Raven Guard","Castellan","After Isstvan","","Robber Baron","7","Armistos",""
"UT","0106","Thousand Sons","Castellan","Outcast Sons","","Connoisseur of Alien Curios","4","Librarian",""
"SH","0107","Blackshields","Castellan","Zone Mortalis Assault Force","World Eaters","Void Master","6","Siege Breaker",""
"MD","0108","Salamanders","Leviathan","Legion Recon Company","","Predictive Augury","11","Praevian",""
"LZ","0109","Blackshields","Crusade","Chymeriae","","Coordinated Assault","2","Siege Breaker",""
"KF","0110","White Scars","Leviathan","Armoured Spearhead","","Robber Baron","12","Siege Breaker",""
"GI","0111","Salamanders","Leviathan","Legion Recon Company","Iron Hands","Master of Defence","5","Librarian",""
"XF","0112","Salamanders","Castellan","Orphans of Betrayal","Salamanders","Master of Mechanisms","14","Armistos",""
"LI","0113","Militia & Cults","Onslaught","","","Uncanny Survivor","15","Rogue Psyker",""
"HM","0114","Raven Guard","Castellan","Outcast Sons","","Dread Rites","8","Chaplain",""
"IR","0115","Dark Angels","Onslaught","Sky Hunter Phalanx","","Void Master","5","Warmonger",""
"TB","0116","Alpha Legion","Crusade","Outcast Sons","","Robber Baron","8","Primus Nullificator",""
"UQ","0117","World Eaters","Onslaught","","","Night Attacker","11","Praetor Tribune",""
"ER","0118","Thousand Sons","Leviathan","Outcast Sons","","Bloody Handed","14","Warmonger",""
"EB","0119","Blackshields","Crusade","Legion Recon Company","","Shattering Bombardment","7","Esoterist",""
"SD","0120","Questoris Knights","Leviathan","","","Uncanny Survivor","5","Lord Scion",""
"PF","0121","World Eaters","Castellan","Fury of the Ancients","","Conqueror of Cities","11","Centurion",""
"GW","0122","Shattered Legions","Onslaught","","","Master of the Vanguard","5","Delegatus",""
"PN","0123","Dark Angels","Castellan","Ravenwing Protocol","","Intimidating Presence","15","Forge Lord",""
"TJ","0124","White Scars","Crusade","","","Void Walker","5","Mortificator",""
"SG","0125","Iron Hands","Leviathan","Brethren of Iron","","Puissant Commander","9","Praetor Tribune",""
"XC","0126","Emperor's Children","Crusade","","","Dread Rites","8","Delegatus",""
"XJ","0127","Salamanders","Crusade","","","Perfected Targeting","2","Praevian",""
"DX","0128","World Eaters","Castellan","Angel's Wrath","","Master of Defence","12","Delegatus",""
"ZY","0129","Space Wolves","Crusade","Armoured Spearhead","","Master of Defence","2","Warmonger",""
"BL","0130","Sons of Horus","Onslaught","Sky Hunter Phalanx","","Master of Manoeuvre","15","Armistos",""
"LJ","0131","Raven Guard","Leviathan","Legion Recon Company","","Bloody Handed","15","Vigilator",""
"GV","0132","Militia & Cults","Crusade","","","Tenacity","13","Rogue Psyker",""
"UG","0133","Sons of Horus","Leviathan","Orbital Assault","","Marcher Lord","8","Herald",""
"AG","0134","Dark Angels","Crusade","The Steel Fist","Emperor's Children","Beloved of the People","9","Chaplain",""
