"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"MX","0291","Salamanders","Crusade","Angel's Wrath","","Marcher Lord","11","Herald",""
"VS","0292","Iron Hands","Onslaught","Angel's Wrath","","Hell Rider","5","Herald",""
"OJ","0293","Word Bearers","Onslaught","Primarch's Chosen","World Eaters","Divide to Conquer","14","Moritat",""
"RM","0294","Iron Warriors","Crusade","","","Inspiring Presence","2","Delegatus",""
"MT","0295","Raven Guard","Onslaught","Brethren of Iron","Solar Auxilia","Indomitable","7","Chaplain",""
"YS","0296","Ultramarines","Leviathan","","Iron Warriors","Child of Terra","15","Warmonger",""
"DT","0297","Blackshields","Crusade","After Isstvan","Solar Auxilia","Target Priority","3","Centurion",""
"BF","0298","Blackshields","Onslaught","","Sons of Horus","Void Walker","14","Vigilator",""
"NO","0299","Blackshields","Castellan","","","Robber Baron","8","Primus Medicae",""
"TW","0300","White Scars","Crusade","Sacrificial Offering","","Master of Offence","13","Primus Nullificator",""
"CN","0301","Shattered Legions","Leviathan","","Alpha Legion","Indomitable","8","Master of Signals",""
"JI","0302","Shattered Legions","Crusade","","","World Burner","4","Primus Nullificator",""
"RM","0303","Imperial Fists","Leviathan","","","Immovable Object","13","Master of Signals",""
"PY","0304","Questoris Knights","Leviathan","","Raven Guard","Master of Offence","9","Archmagos Draykavac",""
"PJ","0305","Iron Warriors","Onslaught","Orphans of Betrayal","","Bitter Blood","15","Primus Nullificator",""
"ID","0306","Questoris Knights","Castellan","","","Master of Offence","11","Lord Scion",""
"OT","0307","Death Guard","Leviathan","","Imperial Fists","Master of Ambush","4","Master of Signals",""
"LT","0308","Death Guard","Leviathan","Zone Mortalis Assault Force","","Divide to Conquer","12","Librarian",""
"EK","0309","Alpha Legion","Castellan","Outcast Sons","","Immovable Object","7","Master of Signals",""
"FB","0310","Blackshields","Crusade","","Night Lords","Immovable Object","6","Champion",""
"YG","0311","World Eaters","Leviathan","","","Night Attacker","7","Librarian",""
"DY","0312","Iron Hands","Crusade","","","Master of the Vanguard","5","Centurion",""
"OH","0313","Thousand Sons","Crusade","Pride of the Legion","World Eaters","Glorious Renown","15","Primus Medicae",""
"RM","0314","Solar Auxilia","Castellan","","Solar Auxilia","Favoured of Mars","3","Lord Marshal",""
"PU","0315","Iron Warriors","Onslaught","Outcast Sons","Solar Auxilia","Perfected Targeting","2","Primus Medicae",""
"ZO","0316","Mechanicum","Leviathan","Ordo Reductor","","The Dust of a Thousand Worlds","4","Magos Prime",""
"OG","0317","Shattered Legions","Crusade","","","Beloved of the People","9","Armistos",""
"ZO","0318","Death Guard","Castellan","Outcast Sons","Iron Hands","Ruthless Tyrant","9","Forge Lord",""
"SR","0319","White Scars","Crusade","Orphans of Betrayal","","Bloody Handed","4","Siege Breaker",""
"QE","0320","Salamanders","Onslaught","The Covenant of Fire","World Eaters","Bloody Handed","14","Primus Nullificator",""
"MA","0321","White Scars","Castellan","Angel's Wrath","Emperor's Children","Perfected Targeting","4","Primus Nullificator",""
"JJ","0322","Salamanders","Castellan","","","Shattering Bombardment","5","Herald",""
"MM","0323","Solar Auxilia","Leviathan","","","Target Priority","2","Lord Marshal Ireton MaSade",""
"RZ","0324","Alpha Legion","Leviathan","","","Robber Baron","7","Esoterist",""
"BZ","0325","Dark Angels","Leviathan","The Storm of War","","The Death of Flesh","14","Mortificator",""
"EO","0326","Thousand Sons","Leviathan","The Guard of the Crimson King","","Night Attacker","11","Primus Medicae",""
"TW","0327","Blood Angels","Crusade","","Solar Auxilia","Siege Master","11","Forge Lord",""
"TK","0328","Iron Hands","Leviathan","","","Ruthless Tyrant","10","Warmonger",""
"NH","0329","Militia & Cults","Onslaught","","","Tenacity","8","Rogue Psyker Alpha",""
"GG","0330","Sons of Horus","Castellan","","Raven Guard","Marcher Lord","5","Centurion",""
"GW","0331","World Eaters","Leviathan","Orphans of Betrayal","","Battlefield Analysis","2","Praetor Tribune",""
"OX","0332","Dark Angels","Castellan","","Raven Guard","Night Attacker","4","Delegatus",""
"HR","0333","Word Bearers","Crusade","","","Intimidating Presence","12","Praetor",""
"IF","0334","Salamanders","Crusade","Armoured Breakthrough","Ultramarines","The Death of Flesh","4","Praetor",""
"IN","0335","Solar Auxilia","Leviathan","","","Blind Barrage","8","Auxilia Tank Commander",""
"MN","0336","Imperial Fists","Leviathan","","","Battlefield Analysis","11","Warmonger",""
"QE","0337","Salamanders","Onslaught","","","Ruthless Tyrant","10","Champion",""
"JT","0338","Alpha Legion","Leviathan","Drop Assault Vanguard","","Master of Offence","6","Chaplain",""
"NI","0339","Mechanicum","Castellan","Legio Cybernetica","","Intimidating Presence","5","Magos Reductor Calleb Decima",""
"TP","0340","Thousand Sons","Leviathan","","","Ruthless Tyrant","13","Warmonger",""
"LZ","0341","Militia & Cults","Crusade","","Emperor's Children","Master of the Vanguard","1","Discipline Master",""
"SD","0342","Iron Warriors","Crusade","","","Robber Baron","7","Moritat",""
"RW","0343","Solar Auxilia","Leviathan","","","Master of the Vanguard","8","Lord Marshal",""
"JF","0344","Emperor's Children","Onslaught","Primarch's Chosen","Salamanders","Uncanny Survivor","8","Armistos",""
"ZZ","0345","Blood Angels","Castellan","Armoured Spearhead","","Master of Defence","11","Armistos",""
"KH","0346","Space Wolves","Castellan","","","Bitter Blood","3","Primus Medicae",""
"YL","0347","Dark Angels","Onslaught","After Isstvan","","Paladin of Glory","11","Mortificator",""
"RG","0348","Dark Angels","Leviathan","Primarch's Chosen","","Hell Rider","9","Vigilator",""
"GQ","0349","Night Lords","Onslaught","","Shattered Legions","The Dust of a Thousand Worlds","4","Herald",""
"FM","0350","Iron Warriors","Crusade","Primarch's Chosen","Sons of Horus","World Burner","3","Esoterist",""
"YL","0351","Sons of Horus","Crusade","Angel's Wrath","","World Burner","12","Chaplain",""
"AS","0352","Shattered Legions","Crusade","","","Siege Master","15","Siege Breaker",""
"DN","0353","World Eaters","Leviathan","The Crimson Path","","Target Priority","14","Vigilator",""
"YL","0354","World Eaters","Crusade","Pride of the Legion","","Uncanny Survivor","15","Esoterist",""
"XO","0355","Iron Warriors","Leviathan","","Sons of Horus","Battlefield Analysis","12","Praetor Tribune",""
"EZ","0356","Sons of Horus","Crusade","","Iron Warriors","Bloody Handed","6","Armistos",""
"GO","0357","Space Wolves","Castellan","","","Beloved of the People","7","Mortificator",""
"IW","0358","Sons of Horus","Castellan","Legion Recon Company","","Beloved of the People","14","Mortificator",""
"FS","0359","Thousand Sons","Leviathan","Brethren of Iron","World Eaters","Conqueror of Cities","2","Armistos",""
"YP","0360","Blood Angels","Castellan","Outcast Sons","","Master of Defence","15","Armistos",""
"JG","0361","Dark Angels","Crusade","","","Master of Manoeuvre","4","Vigilator",""
"VC","0362","Death Guard","Leviathan","Creeping Death","Blackshields","Princeps of Deceit","9","Herald",""
"HZ","0363","Imperial Fists","Castellan","Hammerfell Strike Force","","Hell Rider","7","Siege Breaker",""
"FM","0364","Sons of Horus","Leviathan","Sacrificial Offering","Solar Auxilia","Master Tactician","14","Librarian",""
"MZ","0365","Dark Angels","Crusade","Hunter-Killer Mission","","Ruthless Tyrant","7","Praetor Tribune",""
"EX","0366","Questoris Knights","Onslaught","","","Child of Terra","15","Archmagos Draykavac",""
"IE","0367","White Scars","Leviathan","Orbital Assault","","Paladin of Glory","8","Praevian",""
"OM","0368","Iron Warriors","Castellan","","Shattered Legions","Void Master","15","Centurion",""
"FL","0369","Sons of Horus","Castellan","","","Master of Offence","14","Warmonger",""
"AA","0370","Shattered Legions","Onslaught","","","Lord of the Abyss","13","Librarian",""
"BA","0371","White Scars","Onslaught","Hunter-Killer Mission","Night Lords","Robber Baron","12","Praetor",""
"WR","0372","Iron Warriors","Castellan","Angel's Wrath","","Princeps of Deceit","10","Herald",""
"RU","0373","Militia & Cults","Onslaught","","","Puissant Commander","13","Force Commander",""
"JE","0374","Dark Angels","Onslaught","Sacrificial Offering","","Night Attacker","14","Mortificator",""
"DE","0375","World Eaters","Onslaught","After Isstvan","Solar Auxilia","Shattering Bombardment","5","Primus Medicae",""
"ME","0376","Night Lords","Castellan","","","Lord of the Abyss","7","Chaplain",""
"MU","0377","White Scars","Crusade","Chogorian Brotherhood","","Glorious Renown","1","Siege Breaker",""
"DS","0378","Salamanders","Leviathan","","","Bloody Handed","1","Praevian",""
"EO","0379","Sons of Horus","Crusade","Brethren of Iron","","Blind Barrage","15","Herald",""
"ZA","0380","Iron Hands","Onslaught","Orphans of Betrayal","","The Dust of a Thousand Worlds","9","Warmonger",""
"ZH","0381","Space Wolves","Onslaught","","","Master of the Vanguard","5","Praetor",""
"JQ","0382","Ultramarines","Leviathan","Fury of the Ancients","Iron Warriors","Indomitable","5","Praevian",""
"DZ","0383","Questoris Knights","Crusade","","","Master of Offence","5","Lord Scion",""
"WC","0384","Emperor's Children","Castellan","Outcast Sons","","Hell Rider","1","Mortificator",""
"LG","0385","Salamanders","Leviathan","","","Hell Rider","9","Warmonger",""
"CS","0386","Solar Auxilia","Leviathan","","","Siege Master","4","Lord Marshal",""
"BI","0387","Ultramarines","Leviathan","","","Blind Barrage","8","Centurion",""
"AX","0388","Sons of Horus","Crusade","Outcast Sons","","Robber Baron","2","Primus Medicae",""
"MS","0389","Word Bearers","Leviathan","","Mechanicum","Perfected Targeting","13","Praevian",""
"WF","0390","Emperor's Children","Castellan","","","Shattering Bombardment","9","Librarian",""
"OT","0391","Word Bearers","Onslaught","","","Intimidating Presence","1","Primus Medicae",""
"SQ","0392","Space Wolves","Onslaught","Armoured Breakthrough","","Blind Barrage","11","Master of Signals",""
"BP","0393","Militia & Cults","Crusade","","","Conqueror of Cities","7","Platoon Commander",""
"LC","0394","Ultramarines","Onslaught","Orphans of Betrayal","","Marcher Lord","5","Librarian",""
"XG","0395","Space Wolves","Onslaught","","","Void Walker","5","Siege Breaker",""
"EH","0396","World Eaters","Castellan","Legion Recon Company","Shattered Legions","Puissant Commander","5","Praevian",""
"WX","0397","Shattered Legions","Crusade","","","Perfected Targeting","3","Primus Medicae",""
"NN","0398","Space Wolves","Castellan","Armoured Spearhead","","Void Master","8","Centurion",""
"AB","0399","Night Lords","Castellan","Angel's Wrath","","Lord of the Abyss","10","Armistos",""
"SN","0400","Dark Angels","Crusade","Hunter-Killer Mission","","Paladin of Glory","13","Praetor Tribune",""
"FY","0401","Imperial Fists","Castellan","The Stone Gauntlet","","Puissant Commander","6","Siege Breaker",""
"IL","0402","Space Wolves","Onslaught","Sky Hunter Phalanx","","The Death of Flesh","4","Primus Medicae",""
"UR","0403","Imperial Fists","Leviathan","","","Tenacity","1","Primus Medicae",""
"UM","0404","Iron Warriors","Crusade","Armoured Breakthrough","","Target Priority","9","Herald",""
"EE","0405","Thousand Sons","Crusade","","","The Death of Flesh","2","Herald",""
"HV","0406","Shattered Legions","Onslaught","Armoured Breakthrough","Night Lords","Divide to Conquer","2","Vigilator",""
"VM","0407","Blackshields","Onslaught","","","Connoisseur of Alien Curios","2","Warmonger",""
"AV","0408","Raven Guard","Leviathan","","","Inspiring Presence","2","Esoterist",""
"PQ","0409","Emperor's Children","Onslaught","Brethren of Iron","","Favoured of Mars","6","Centurion",""
"SD","0410","Iron Warriors","Leviathan","","","Master of the Vanguard","9","Delegatus",""
"MB","0411","Death Guard","Onslaught","Hunter-Killer Mission","","Battlefield Analysis","3","Moritat",""
"IK","0412","Shattered Legions","Onslaught","Armoured Breakthrough","Raven Guard","Master of Offence","3","Champion",""
"LX","0413","Sons of Horus","Castellan","","","Legendary Fighter","8","Praevian",""
"WF","0414","Shattered Legions","Crusade","Brethren of Iron","","Bloody Handed","9","Praevian",""
"MV","0415","Imperial Fists","Onslaught","Sacrificial Offering","","Lord of the Abyss","6","Centurion",""
"VI","0416","Sons of Horus","Crusade","Legion Recon Company","","Robber Baron","4","Primus Nullificator",""
"VU","0417","Imperial Fists","Crusade","","","Master of Defence","4","Esoterist",""
"RX","0418","Dark Angels","Leviathan","Primarch's Chosen","","Merchant Princeling","13","Primus Nullificator",""
"CN","0419","Space Wolves","Castellan","","Alpha Legion","Hell Rider","13","Master of Signals",""
"EN","0420","Imperial Fists","Crusade","Outcast Sons","","Tenacity","7","Vigilator",""
"SY","0421","Salamanders","Castellan","Armoured Spearhead","","Void Master","7","Armistos",""
"CU","0422","Questoris Knights","Leviathan","","","Favoured of Mars","1","Lord Scion",""
"KS","0423","Salamanders","Onslaught","","","Dread Rites","7","Warmonger",""
"PZ","0424","Solar Auxilia","Crusade","","","Coordinated Assault","7","Strategos",""
"WV","0425","Sons of Horus","Castellan","After Isstvan","","Princeps of Deceit","10","Siege Breaker",""
"PU","0426","Word Bearers","Crusade","Hunter-Killer Mission","","Shattering Bombardment","1","Vigilator",""
"ZD","0427","Alpha Legion","Leviathan","Primarch's Chosen","Blood Angels","Intimidating Presence","7","Siege Breaker",""
"HX","0428","Raven Guard","Onslaught","","","Predictive Augury","11","Moritat",""
"SS","0429","Mechanicum","Castellan","Taghmata Omnissiah","","Hell Rider","14","Magos Reductor Calleb Decima",""
"JY","0430","Space Wolves","Leviathan","","","Perfected Targeting","7","Vigilator",""
"XF","0431","Dark Angels","Onslaught","Hunter-Killer Mission","","Battlefield Analysis","4","Praevian",""
"ME","0432","Solar Auxilia","Leviathan","","","Void Walker","15","Lord Marshal Ireton MaSade",""
"CL","0433","Blood Angels","Leviathan","The Day of Sorrow","","World Burner","13","Primus Medicae",""
"EE","0434","Blood Angels","Crusade","Fury of the Ancients","","Void Walker","14","Forge Lord",""
"BV","0435","Raven Guard","Castellan","","","Connoisseur of Alien Curios","5","Herald",""
"MZ","0436","Blood Angels","Leviathan","Pride of the Legion","","Master of the Vanguard","6","Moritat",""
"IB","0437","White Scars","Leviathan","Orphans of Betrayal","Night Lords","Marcher Lord","10","Chaplain",""
"US","0438","Space Wolves","Crusade","","Iron Hands","Blind Barrage","9","Praetor",""
"WU","0439","Raven Guard","Castellan","Pride of the Legion","Iron Hands","Lord of the Abyss","15","Primus Nullificator",""
"XM","0440","Imperial Fists","Crusade","Armoured Breakthrough","","Favoured of Mars","8","Praevian",""
"ND","0441","Shattered Legions","Crusade","Outcast Sons","","Marcher Lord","4","Warmonger",""
"WH","0442","Death Guard","Onslaught","Orbital Assault","","Immovable Object","9","Centurion",""
"MB","0443","Shattered Legions","Crusade","","","Princeps of Deceit","9","Champion",""
"TA","0444","Sons of Horus","Leviathan","Sky Hunter Phalanx","","Inspiring Presence","5","Librarian",""
"SI","0445","Space Wolves","Leviathan","","Mechanicum","Princeps of Deceit","1","Primus Medicae",""
"NQ","0446","Thousand Sons","Leviathan","","","Ruthless Tyrant","8","Champion",""
"QP","0447","Sons of Horus","Onslaught","","","Night Attacker","2","Centurion",""
"GK","0448","Questoris Knights","Castellan","","","Tenacity","4","Seneschal",""
"LL","0449","Night Lords","Crusade","Sacrificial Offering","","Bitter Blood","13","Delegatus",""
"FB","0450","Alpha Legion","Castellan","Angel's Wrath","World Eaters","Bloody Handed","15","Armistos",""
"BK","0001","Emperor's Children","Leviathan","","Blackshields","Coordinated Assault","10","Forge Lord",""
"AH","0002","Solar Auxilia","Crusade","","Shattered Legions","Inspiring Presence","9","Legate Commander",""
"VN","0003","Questoris Knights","Leviathan","","","Paladin of Glory","5","Seneschal",""
"YB","0004","Shattered Legions","Onslaught","Pride of the Legion","Emperor's Children","Bloody Handed","8","Centurion",""
"DG","0005","Sons of Horus","Crusade","Legion Recon Company","","Strategic Genius","1","Chaplain",""
"QH","0006","Death Guard","Leviathan","Creeping Death","","Perfected Targeting","7","Vigilator",""
"VJ","0007","Militia & Cults","Castellan","","","Legendary Fighter","9","Discipline Master",""
"GA","0008","Militia & Cults","Castellan","","","Master of Mechanisms","5","Force Commander",""
"PY","0009","Sons of Horus","Crusade","Orbital Assault","","World Burner","9","Praevian",""
"WL","0010","Raven Guard","Onslaught","Sacrificial Offering","","Master Tactician","9","Delegatus",""
"RJ","0011","Sons of Horus","Castellan","Hunter-Killer Mission","","Uncanny Survivor","11","Praevian",""
"PN","0012","Emperor's Children","Leviathan","Orbital Assault","","Connoisseur of Alien Curios","15","Primus Nullificator",""
"PP","0013","Militia & Cults","Onslaught","","Mechanicum","Target Priority","2","Discipline Master",""
"DI","0014","Solar Auxilia","Onslaught","","","Dread Rites","11","Auxilia Tank Commander",""
"MF","0015","World Eaters","Castellan","","Mechanicum","Master of Manoeuvre","8","Praevian",""
"PN","0016","Blood Angels","Leviathan","The Day of Revelation","","Master of Ambush","4","Primus Nullificator",""
"XN","0017","Solar Auxilia","Leviathan","","","Marcher Lord","13","Lord Marshal Ireton MaSade",""
"ML","0018","Alpha Legion","Crusade","Orbital Assault","","Merchant Princeling","6","Primus Medicae",""
"FV","0019","Imperial Fists","Crusade","Angel's Wrath","","Immovable Object","8","Praevian",""
"TK","0020","White Scars","Leviathan","Armoured Spearhead","","Paladin of Glory","7","Primus Medicae",""
"LC","0021","Blood Angels","Crusade","Fury of the Ancients","","Glorious Renown","5","Delegatus",""
"VK","0022","Blood Angels","Crusade","Sky Hunter Phalanx","","Master Tactician","1","Centurion",""
"NM","0023","World Eaters","Castellan","Armoured Breakthrough","","Child of Terra","11","Praetor",""
"WR","0024","Thousand Sons","Crusade","Drop Assault Vanguard","Shattered Legions","Paladin of Glory","1","Praetor",""
"YP","0025","Emperor's Children","Onslaught","Legion Recon Company","","Divide to Conquer","13","Herald",""
"WA","0026","Night Lords","Leviathan","Sky Hunter Phalanx","","Coordinated Assault","10","Vigilator",""
"OG","0027","Night Lords","Leviathan","Brethren of Iron","Dark Angels","Master of Defence","7","Master of Signals",""
"ZC","0028","Thousand Sons","Castellan","Outcast Sons","","Strategic Genius","15","Vigilator",""
"DK","0029","Questoris Knights","Onslaught","","","Strategic Genius","15","Seneschal",""
"GM","0030","Raven Guard","Leviathan","","","Shattering Bombardment","14","Praetor Tribune",""
"MQ","0031","Alpha Legion","Castellan","Orbital Assault","Sons of Horus","Siege Master","12","Librarian",""
"KP","0032","Thousand Sons","Leviathan","Hunter-Killer Mission","","Bitter Blood","12","Herald",""
"QL","0033","Raven Guard","Crusade","Sacrificial Offering","","Merchant Princeling","3","Master of Signals",""
"JO","0034","Mechanicum","Crusade","Legio Cybernetica","Alpha Legion","Tenacity","9","Magos Reductor Calleb Decima",""
"LH","0035","Word Bearers","Leviathan","Angel's Wrath","","Marcher Lord","11","Armistos",""
"TF","0036","Death Guard","Onslaught","","Raven Guard","The Death of Flesh","2","Vigilator",""
"RJ","0037","Emperor's Children","Leviathan","Sacrificial Offering","","Void Master","7","Forge Lord",""
"TB","0038","Death Guard","Castellan","","","Puissant Commander","5","Praevian",""
"BR","0039","World Eaters","Onslaught","","","Battlefield Analysis","14","Centurion",""
"WZ","0040","Iron Warriors","Onslaught","Orbital Assault","","Hell Rider","15","Delegatus",""
"TW","0041","Night Lords","Crusade","Brethren of Iron","Night Lords","Beloved of the People","3","Centurion",""
"MG","0042","Death Guard","Leviathan","Hunter-Killer Mission","","Master of Defence","4","Siege Breaker",""
"VZ","0043","Death Guard","Crusade","Angel's Wrath","","Beloved of the People","8","Praetor",""
"DU","0044","Mechanicum","matrixOfRuin","Taghmata Omnissiah","","Divide to Conquer","7","Magos Reductor Calleb Decima",""
"HZ","0045","Ultramarines","Onslaught","After Isstvan","","Favoured of Mars","9","Esoterist",""
"JJ","0046","Iron Warriors","Leviathan","","Solar Auxilia","Glorious Renown","6","Champion",""
"KH","0047","Emperor's Children","Leviathan","","","Robber Baron","13","Forge Lord",""
"YS","0048","Blood Angels","Onslaught","After Isstvan","","Puissant Commander","1","Champion",""
"GY","0049","Dark Angels","Castellan","Sky Hunter Phalanx","World Eaters","Battlefield Analysis","6","Moritat",""
"ZJ","0050","Raven Guard","Crusade","Sky Hunter Phalanx","","Void Walker","8","Primus Nullificator",""
"TS","0051","Space Wolves","Leviathan","Orbital Assault","","World Burner","5","Master of Signals",""
"RX","0052","Word Bearers","Castellan","","","Lord of the Abyss","5","Praetor Tribune",""
"PR","0053","Iron Warriors","Leviathan","Angel's Wrath","","Princeps of Deceit","9","Armistos",""
"RL","0054","Sons of Horus","Crusade","Sky Hunter Phalanx","","Paladin of Glory","3","Champion",""
"PR","0055","World Eaters","Onslaught","Brethren of Iron","","Puissant Commander","9","Champion",""
"RV","0056","Iron Hands","Castellan","","","Glorious Renown","2","Praevian",""
"EQ","0057","Alpha Legion","Crusade","","","Blind Barrage","9","Delegatus",""
"EY","0058","Space Wolves","Leviathan","","","Indomitable","14","Mortificator",""
"MR","0059","Salamanders","Onslaught","","","Master Tactician","12","Primus Medicae",""
"JK","0060","Iron Hands","Onslaught","Primarch's Chosen","","Princeps of Deceit","13","Herald",""
"FE","0061","Shattered Legions","Onslaught","","Space Wolves","Marcher Lord","11","Chaplain",""
"RR","0062","World Eaters","Crusade","Primarch's Chosen","World Eaters","Lord of the Abyss","13","Forge Lord",""
"OR","0063","Alpha Legion","Castellan","","","Princeps of Deceit","6","Armistos",""
"UN","0064","Iron Warriors","Castellan","","Salamanders","Master of Mechanisms","4","Siege Breaker",""
"EK","0065","Alpha Legion","Onslaught","Outcast Sons","","Master Tactician","1","Primus Medicae",""
"EE","0066","Mechanicum","Leviathan","","","Target Priority","6","Archmagos Inar Satarael",""
"PV","0067","Blackshields","Leviathan","","Solar Auxilia","Conqueror of Cities","13","Esoterist",""
"VC","0068","White Scars","Onslaught","Pride of the Legion","","Predictive Augury","11","Vigilator",""
"AB","0069","Salamanders","Castellan","","","Master of the Vanguard","1","Mortificator",""
"DB","0070","World Eaters","Castellan","","White Scars","Conqueror of Cities","15","Moritat",""
"BQ","0071","Iron Warriors","Castellan","Legion Recon Company","","Bloody Handed","4","Champion",""
"KK","0072","Questoris Knights","Crusade","","","Immovable Object","12","Lord Scion",""
"GB","0073","Death Guard","Leviathan","Sacrificial Offering","","Perfected Targeting","13","Librarian",""
"ZQ","0074","Shattered Legions","Leviathan","Zone Mortalis Assault Force","","Connoisseur of Alien Curios","15","Warmonger",""
"ZN","0075","Sons of Horus","Onslaught","Orbital Assault","","Target Priority","7","Librarian",""
"NK","0076","Sons of Horus","Onslaught","","","Child of Terra","8","Praevian",""
"KE","0077","Sons of Horus","Crusade","Zone Mortalis Assault Force","","Indomitable","6","Warmonger",""
"UR","0078","White Scars","Crusade","","Thousand Sons","World Burner","3","Praetor",""
"SR","0079","Emperor's Children","Leviathan","Sacrificial Offering","","Void Master","4","Chaplain",""
"PG","0080","Solar Auxilia","Onslaught","","","Ruthless Tyrant","12","Lord Marshal Ireton MaSade",""
"TA","0081","Ultramarines","Onslaught","","Night Lords","Master Tactician","10","Delegatus",""
"IR","0082","White Scars","Onslaught","","Solar Auxilia","Bloody Handed","3","Forge Lord",""
"GN","0083","Thousand Sons","Castellan","Sacrificial Offering","","Master of the Vanguard","8","Praetor Tribune",""
"YL","0084","Emperor's Children","Crusade","Legion Recon Company","Ultramarines","Blind Barrage","4","Armistos",""
"YB","0085","Raven Guard","Leviathan","Zone Mortalis Assault Force","","Bloody Handed","7","Forge Lord",""
"KY","0086","White Scars","Onslaught","","","The Dust of a Thousand Worlds","4","Delegatus",""
"XK","0087","Sons of Horus","Leviathan","","","Void Master","5","Mortificator",""
"MK","0088","World Eaters","Castellan","Armoured Spearhead","","Intimidating Presence","4","Herald",""
"XH","0089","Questoris Knights","Onslaught","","","Predictive Augury","13","Lord Scion",""
"AL","0090","Raven Guard","Leviathan","Liberation Force","","Inspiring Presence","13","Mortificator",""
"WT","0091","Thousand Sons","Onslaught","Armoured Spearhead","","Target Priority","4","Centurion",""
"GF","0092","Space Wolves","Crusade","","","Bloody Handed","4","Moritat",""
"AS","0093","Militia & Cults","Onslaught","","","Void Master","6","Platoon Commander",""
"JB","0094","Solar Auxilia","Onslaught","","","Inspiring Presence","7","Auxilia Tank Commander",""
"BN","0095","Shattered Legions","Crusade","","Shattered Legions","Master of Manoeuvre","15","Esoterist",""
"IV","0096","Sons of Horus","Crusade","The Long March","","Master of the Vanguard","2","Herald",""
"FY","0097","World Eaters","Leviathan","Drop Assault Vanguard","","Beloved of the People","6","Delegatus",""
"ER","0098","Questoris Knights","Crusade","","Mechanicum","Robber Baron","15","Seneschal",""
"WG","0099","White Scars","Crusade","","Alpha Legion","Hell Rider","7","Moritat",""
"DA","0100","Mechanicum","Onslaught","Legio Cybernetica","","Bloody Handed","10","Magos reductor",""
"WZ","0101","Questoris Knights","Castellan","","Mechanicum","Night Attacker","5","Archmagos Draykavac",""
"UF","0102","Iron Hands","Onslaught","","","Legendary Fighter","7","Vigilator",""
"KV","0103","Sons of Horus","Leviathan","","","World Burner","15","Forge Lord",""
"QL","0104","Alpha Legion","Crusade","","","Connoisseur of Alien Curios","3","Siege Breaker",""
"EZ","0105","White Scars","Onslaught","Fury of the Ancients","","Glorious Renown","14","Mortificator",""
"HL","0106","Dark Angels","Castellan","The Steel Fist","Emperor's Children","Robber Baron","1","Warmonger",""
"UR","0107","Thousand Sons","Leviathan","","","Inspiring Presence","6","Praevian",""
"JR","0108","Militia & Cults","Castellan","","","Hell Rider","8","Discipline Master",""
"JH","0109","Alpha Legion","Onslaught","Angel's Wrath","","Void Master","7","Librarian",""
"DR","0110","Solar Auxilia","Onslaught","","","Master of Mechanisms","2","Legate Commander",""
"PV","0111","Mechanicum","matrixOfRuin","Legio Cybernetica","","Paladin of Glory","4","Archmagos Draykavac",""
"SJ","0112","Dark Angels","Crusade","","","Perfected Targeting","10","Champion",""
"IS","0113","Word Bearers","Castellan","Zone Mortalis Assault Force","","Inspiring Presence","4","Praevian",""
"FH","0114","Mechanicum","matrixOfRuin","Ordo Reductor","","Master of Manoeuvre","1","Anacharis Scoria",""
"RX","0115","Thousand Sons","Crusade","","","Merchant Princeling","8","Praevian",""
"TN","0116","Space Wolves","Crusade","Zone Mortalis Assault Force","","World Burner","14","Esoterist",""
"UE","0117","Iron Warriors","Onslaught","Ironfire","","Dread Rites","7","Librarian",""
"SU","0118","Word Bearers","Leviathan","Orbital Assault","","Master of the Vanguard","3","Siege Breaker",""
"PA","0119","Word Bearers","Crusade","Fury of the Ancients","","Legendary Fighter","4","Chaplain",""
"LO","0120","Dark Angels","Castellan","The Serpent's Bane","","Inspiring Presence","12","Moritat",""
"FQ","0121","Sons of Horus","Leviathan","","Emperor's Children","Master of Mechanisms","8","Centurion",""
"UT","0122","Questoris Knights","Crusade","","","Immovable Object","7","Archmagos Draykavac",""
"CB","0123","Blood Angels","Castellan","","","Indomitable","13","Chaplain",""
"TR","0124","Iron Hands","Onslaught","","","Immovable Object","14","Esoterist",""
"HX","0125","Alpha Legion","Crusade","","","Strategic Genius","6","Master of Signals",""
"CJ","0126","Raven Guard","Leviathan","Liberation Force","Iron Hands","Void Master","11","Herald",""
"BT","0127","Blood Angels","Castellan","","","Master of the Vanguard","13","Primus Nullificator",""
"EE","0128","Death Guard","Onslaught","","","Indomitable","5","Chaplain",""
"YP","0129","Solar Auxilia","Castellan","","","Robber Baron","5","Lord Marshal Ireton MaSade",""
"DV","0130","Questoris Knights","Leviathan","","","Puissant Commander","14","Archmagos Draykavac",""
"LT","0131","White Scars","Crusade","Primarch's Chosen","","Tenacity","10","Warmonger",""
"WW","0132","Solar Auxilia","Onslaught","","","Master of Mechanisms","3","Strategos",""
"HS","0133","Raven Guard","Crusade","","","Master of Ambush","12","Forge Lord",""
"BU","0134","Sons of Horus","Castellan","","Imperial Fists","Ruthless Tyrant","7","Forge Lord",""
"AQ","0135","Night Lords","Castellan","Armoured Spearhead","","Glorious Renown","5","Armistos",""
"QH","0136","Word Bearers","Leviathan","Primarch's Chosen","Alpha Legion","Master of Ambush","6","Herald",""
